1453681400.652096 	 0.289133 	 0.233455 	 0.325031
1453681400.653864 	 0.281807 	 0.260317 	 0.314774
1453681400.655184 	 0.336996 	 0.270574 	 0.316239
1453681400.656458 	 0.323565 	 0.232479 	 0.299878
1453681400.657747 	 0.312332 	 0.255189 	 0.351404
1453681400.659017 	 0.319414 	 0.217582 	 0.344322
1453681400.660662 	 0.312821 	 0.221245 	 0.326740
1453681400.661962 	 0.318926 	 0.231990 	 0.318926
1453681400.663240 	 0.314286 	 0.228816 	 0.288889
1453681400.664521 	 0.287424 	 0.252015 	 0.335531
1453681400.665809 	 0.297924 	 0.238584 	 0.300366
1453681400.667080 	 0.312821 	 0.252259 	 0.316728
1453681400.668527 	 0.307448 	 0.226618 	 0.347009
1453681400.670192 	 0.308425 	 0.268376 	 0.345299
1453681400.671500 	 0.307692 	 0.261538 	 0.349695
1453681400.672783 	 0.320147 	 0.239560 	 0.294506
1453681400.674059 	 0.296459 	 0.233455 	 0.341392
1453681400.675332 	 0.319658 	 0.246642 	 0.302808
1453681400.676607 	 0.300122 	 0.234188 	 0.313309
1453681400.677885 	 0.282784 	 0.261538 	 0.308913
1453681400.679399 	 0.315507 	 0.218559 	 0.295238
1453681400.680766 	 0.306471 	 0.243223 	 0.330403
1453681400.682057 	 0.313797 	 0.223199 	 0.286691
1453681400.683333 	 0.309890 	 0.221734 	 0.321856
1453681400.684604 	 0.300366 	 0.266667 	 0.319170
1453681400.686070 	 0.281563 	 0.220513 	 0.330403
1453681400.687376 	 0.313065 	 0.224664 	 0.292552
1453681400.693948 	 0.316972 	 0.245177 	 0.291331
1453681400.695459 	 0.309890 	 0.236630 	 0.291575
1453681400.696758 	 0.294017 	 0.234921 	 0.336020
1453681400.698059 	 0.295727 	 0.241026 	 0.290354
1453681400.711189 	 0.311111 	 0.242247 	 0.344078
1453681400.712677 	 0.308425 	 0.238095 	 0.286203
1453681400.714004 	 0.314530 	 0.242979 	 0.348962
1453681400.715295 	 0.316484 	 0.268376 	 0.345788
1453681400.716579 	 0.312576 	 0.223687 	 0.329670
1453681400.717860 	 0.312576 	 0.236386 	 0.304274
1453681400.731377 	 0.300611 	 0.265446 	 0.317949
1453681400.732721 	 0.299390 	 0.232967 	 0.345543
1453681400.734030 	 0.307204 	 0.262515 	 0.301587
1453681400.735520 	 0.331624 	 0.255433 	 0.334799
1453681400.736837 	 0.309646 	 0.244933 	 0.317705
1453681400.738122 	 0.301343 	 0.216850 	 0.344078
1453681400.747069 	 0.311844 	 0.216117 	 0.318193
1453681400.748667 	 0.295727 	 0.245665 	 0.322344
1453681400.750400 	 0.305983 	 0.267643 	 0.313065
1453681400.755295 	 0.311355 	 0.267155 	 0.309402
1453681400.756797 	 0.292308 	 0.212943 	 0.316972
1453681400.758130 	 0.286447 	 0.212698 	 0.305983
1453681400.759867 	 0.307448 	 0.252503 	 0.323077
1453681400.761259 	 0.320879 	 0.234921 	 0.331624
1453681400.762554 	 0.329670 	 0.242491 	 0.320635
1453681400.763850 	 0.309890 	 0.237363 	 0.337973
1453681400.765140 	 0.303785 	 0.239560 	 0.323077
1453681400.766433 	 0.279121 	 0.228816 	 0.329426
1453681400.767713 	 0.337729 	 0.209524 	 0.304029
1453681400.769464 	 0.314530 	 0.232967 	 0.308913
1453681400.770825 	 0.313553 	 0.225153 	 0.287424
1453681400.772127 	 0.313309 	 0.247131 	 0.338462
1453681400.773424 	 0.298901 	 0.225641 	 0.348962
1453681400.774717 	 0.293773 	 0.249084 	 0.321368
1453681400.775999 	 0.328694 	 0.238828 	 0.338217
1453681400.777285 	 0.304274 	 0.235165 	 0.330647
1453681400.778570 	 0.286203 	 0.226618 	 0.288645
1453681400.781985 	 0.309890 	 0.245177 	 0.338462
1453681400.783208 	 0.331868 	 0.276190 	 0.293040
1453681400.784356 	 0.310623 	 0.240537 	 0.326984
1453681400.785701 	 0.305006 	 0.264957 	 0.330159
1453681400.786857 	 0.301343 	 0.257143 	 0.315507
1453681400.788002 	 0.315995 	 0.249573 	 0.297680
1453681400.789499 	 0.331868 	 0.245910 	 0.325763
1453681400.790782 	 0.346520 	 0.259585 	 0.298901
1453681400.791950 	 0.314774 	 0.252747 	 0.332601
1453681400.793094 	 0.332601 	 0.228571 	 0.332357
1453681400.794243 	 0.308425 	 0.239072 	 0.305983
1453681400.795383 	 0.287424 	 0.265446 	 0.300366
1453681400.796532 	 0.304029 	 0.243956 	 0.302076
1453681400.797688 	 0.305739 	 0.269353 	 0.298413
1453681400.798829 	 0.319658 	 0.259585 	 0.343834
1453681400.800209 	 0.316239 	 0.223932 	 0.306960
1453681400.801488 	 0.307937 	 0.221734 	 0.337973
1453681400.802683 	 0.332357 	 0.263248 	 0.293529
1453681400.803830 	 0.298657 	 0.253724 	 0.344567
1453681400.804982 	 0.333089 	 0.232479 	 0.295727
1453681400.806125 	 0.317460 	 0.232967 	 0.293773
1453681400.807266 	 0.332112 	 0.242002 	 0.287912
1453681400.808400 	 0.295971 	 0.244689 	 0.321123
1453681400.809854 	 0.310623 	 0.247131 	 0.289866
1453681400.811046 	 0.307937 	 0.238828 	 0.310867
1453681400.812196 	 0.293285 	 0.267888 	 0.301832
