1453680717.374516 	 0.309158 	 0.241514 	 0.319902
1453680717.378546 	 0.309158 	 0.244689 	 0.319414
1453680717.380858 	 0.312332 	 0.245177 	 0.316239
1453680717.382291 	 0.310134 	 0.245421 	 0.317949
1453680717.383705 	 0.303053 	 0.238095 	 0.315995
1453680717.385098 	 0.309646 	 0.237607 	 0.318193
1453680717.386488 	 0.308913 	 0.237607 	 0.316239
1453680717.387865 	 0.303053 	 0.241270 	 0.315995
1453680717.392260 	 0.303785 	 0.241026 	 0.318926
1453680717.394133 	 0.308669 	 0.242247 	 0.316239
1453680717.395490 	 0.305006 	 0.233211 	 0.316484
1453680717.396790 	 0.305739 	 0.242002 	 0.315995
1453680717.398081 	 0.309646 	 0.242491 	 0.313553
1453680717.399692 	 0.309402 	 0.242247 	 0.316239
1453680717.401086 	 0.303297 	 0.239072 	 0.316728
1453680717.402397 	 0.309890 	 0.232479 	 0.316239
1453680717.403699 	 0.309646 	 0.242002 	 0.318437
1453680717.404990 	 0.303053 	 0.240781 	 0.316484
1453680717.406282 	 0.312088 	 0.241026 	 0.319414
1453680717.410882 	 0.305250 	 0.240781 	 0.315751
1453680717.412248 	 0.302320 	 0.237607 	 0.319902
1453680717.413570 	 0.304518 	 0.241758 	 0.314774
1453680717.414867 	 0.316239 	 0.239560 	 0.318193
1453680717.416159 	 0.303053 	 0.241026 	 0.316484
1453680717.417463 	 0.309890 	 0.242002 	 0.316728
1453680717.418747 	 0.305739 	 0.238095 	 0.314286
1453680717.420565 	 0.309646 	 0.241758 	 0.320147
1453680717.421901 	 0.309402 	 0.233211 	 0.316728
1453680717.423206 	 0.305250 	 0.235897 	 0.315995
1453680717.424504 	 0.313309 	 0.239560 	 0.317216
1453680717.425803 	 0.302564 	 0.245177 	 0.323077
1453680717.427304 	 0.310134 	 0.236630 	 0.316239
1453680717.428627 	 0.313553 	 0.241758 	 0.315751
1453680717.430266 	 0.310134 	 0.232723 	 0.314774
1453680717.431604 	 0.309646 	 0.235165 	 0.316239
1453680717.432904 	 0.308181 	 0.245665 	 0.319658
1453680717.434194 	 0.309890 	 0.242247 	 0.316484
1453680717.435479 	 0.305495 	 0.238828 	 0.316972
1453680717.436769 	 0.310134 	 0.238584 	 0.316728
1453680717.438069 	 0.302564 	 0.242247 	 0.319902
1453680717.439437 	 0.308181 	 0.233211 	 0.316484
1453680717.440797 	 0.316728 	 0.242247 	 0.319902
1453680717.442102 	 0.309646 	 0.240781 	 0.316239
1453680717.443598 	 0.316484 	 0.245665 	 0.315751
1453680717.445219 	 0.313309 	 0.241758 	 0.318193
1453680717.446561 	 0.307692 	 0.241514 	 0.316239
1453680717.447863 	 0.313309 	 0.242002 	 0.316239
1453680717.449454 	 0.313309 	 0.242247 	 0.323321
1453680717.450867 	 0.302564 	 0.241758 	 0.317216
1453680717.452174 	 0.313309 	 0.235165 	 0.315995
1453680717.453478 	 0.302320 	 0.241514 	 0.319170
1453680717.454782 	 0.306716 	 0.239316 	 0.316972
1453680717.456082 	 0.304762 	 0.233211 	 0.316239
1453680717.457381 	 0.310134 	 0.246154 	 0.323077
1453680717.458671 	 0.308913 	 0.245177 	 0.314042
1453680717.460474 	 0.309646 	 0.236142 	 0.315995
1453680717.461809 	 0.310134 	 0.238828 	 0.317949
1453680717.463106 	 0.310134 	 0.240537 	 0.316239
1453680717.464406 	 0.313065 	 0.236142 	 0.319902
1453680717.465698 	 0.307692 	 0.232723 	 0.316728
1453680717.466982 	 0.309646 	 0.241514 	 0.316484
1453680717.468264 	 0.301343 	 0.237363 	 0.316239
1453680717.469856 	 0.309646 	 0.237607 	 0.314286
1453680717.471208 	 0.306471 	 0.242491 	 0.319658
1453680717.472514 	 0.303541 	 0.241758 	 0.323321
1453680717.473805 	 0.304274 	 0.242002 	 0.316728
1453680717.475093 	 0.303053 	 0.241758 	 0.313553
1453680717.476431 	 0.316484 	 0.241758 	 0.316239
1453680717.477779 	 0.309402 	 0.241758 	 0.314286
1453680717.479075 	 0.304274 	 0.242002 	 0.316484
1453680717.480691 	 0.309890 	 0.236142 	 0.315995
1453680717.482003 	 0.305250 	 0.241758 	 0.316239
1453680717.483307 	 0.304274 	 0.235897 	 0.312821
1453680717.484599 	 0.306716 	 0.242735 	 0.319658
1453680717.485902 	 0.309646 	 0.237607 	 0.315507
1453680717.500250 	 0.312576 	 0.241270 	 0.319902
1453680717.502088 	 0.305250 	 0.238828 	 0.313309
1453680717.503438 	 0.309402 	 0.242491 	 0.314774
1453680717.504741 	 0.310134 	 0.242002 	 0.314774
1453680717.506032 	 0.303053 	 0.240293 	 0.312821
1453680717.507341 	 0.309646 	 0.236630 	 0.319902
1453680717.508631 	 0.303053 	 0.240537 	 0.317216
1453680717.520778 	 0.309158 	 0.234921 	 0.316484
1453680717.522187 	 0.301832 	 0.239560 	 0.322833
1453680717.523493 	 0.309402 	 0.233211 	 0.319658
1453680717.524806 	 0.301343 	 0.235653 	 0.316484
1453680717.526107 	 0.311844 	 0.236386 	 0.316484
1453680717.531093 	 0.305006 	 0.241514 	 0.316484
1453680717.532439 	 0.304518 	 0.234676 	 0.316239
1453680717.533749 	 0.308913 	 0.241514 	 0.316239
1453680717.535041 	 0.313553 	 0.242491 	 0.316728
1453680717.536345 	 0.309402 	 0.237363 	 0.319658
1453680717.537655 	 0.302808 	 0.241026 	 0.315995
1453680717.538953 	 0.311844 	 0.244444 	 0.315995
1453680717.551282 	 0.303053 	 0.232967 	 0.315995
1453680717.552662 	 0.313065 	 0.241514 	 0.315995
1453680717.553978 	 0.304762 	 0.242002 	 0.316239
1453680717.555277 	 0.316484 	 0.241270 	 0.315751
1453680717.556564 	 0.310134 	 0.242491 	 0.315995
1453680717.557852 	 0.310379 	 0.241514 	 0.319658
1453680717.561649 	 0.302564 	 0.241514 	 0.316728
1453680717.563312 	 0.303053 	 0.242002 	 0.315995
1453680717.564659 	 0.313065 	 0.237851 	 0.319902
1453680717.565981 	 0.309646 	 0.237607 	 0.316239
1453680717.567282 	 0.309158 	 0.244933 	 0.315995
1453680717.568596 	 0.309890 	 0.234921 	 0.316484
1453680717.570311 	 0.309890 	 0.232479 	 0.319414
1453680717.571643 	 0.305006 	 0.235165 	 0.316728
1453680717.572944 	 0.305495 	 0.242002 	 0.315995
1453680717.574250 	 0.309402 	 0.241758 	 0.316239
1453680717.575544 	 0.316728 	 0.240049 	 0.323077
1453680717.577067 	 0.316728 	 0.235897 	 0.319658
1453680717.578381 	 0.306716 	 0.241270 	 0.320147
1453680717.580050 	 0.309158 	 0.232479 	 0.316239
1453680717.581379 	 0.303053 	 0.234676 	 0.315995
1453680717.582689 	 0.313065 	 0.234676 	 0.314530
1453680717.583999 	 0.316484 	 0.245910 	 0.316484
1453680717.585300 	 0.309402 	 0.241758 	 0.315995
1453680717.586595 	 0.313553 	 0.238095 	 0.319902
1453680717.587891 	 0.313065 	 0.239560 	 0.313553
1453680717.589474 	 0.312821 	 0.239316 	 0.319658
1453680717.590867 	 0.309890 	 0.242247 	 0.316239
1453680717.592174 	 0.313797 	 0.242735 	 0.316728
1453680717.593531 	 0.304029 	 0.242491 	 0.319658
1453680717.594854 	 0.307204 	 0.241758 	 0.315995
1453680717.596153 	 0.309402 	 0.237851 	 0.318437
1453680717.597454 	 0.316484 	 0.236874 	 0.317216
1453680717.598754 	 0.304029 	 0.241758 	 0.315995
1453680717.600523 	 0.303541 	 0.245910 	 0.323077
1453680717.601847 	 0.309890 	 0.241758 	 0.316728
1453680717.603144 	 0.304029 	 0.236142 	 0.319902
1453680717.604442 	 0.309646 	 0.238828 	 0.318193
1453680717.605744 	 0.309646 	 0.241514 	 0.315995
1453680717.607037 	 0.310379 	 0.239560 	 0.323565
1453680717.608343 	 0.303053 	 0.238828 	 0.316239
1453680717.609996 	 0.307448 	 0.239560 	 0.318193
1453680717.611338 	 0.316728 	 0.236386 	 0.319902
1453680717.612655 	 0.309890 	 0.245910 	 0.316484
1453680717.613958 	 0.313309 	 0.232723 	 0.316484
1453680717.615252 	 0.309890 	 0.245665 	 0.319658
1453680717.616552 	 0.309646 	 0.237607 	 0.316239
1453680717.617844 	 0.309646 	 0.239316 	 0.315018
1453680717.619401 	 0.313065 	 0.241758 	 0.323077
1453680717.620801 	 0.316728 	 0.239560 	 0.316972
1453680717.622113 	 0.310134 	 0.238584 	 0.318437
1453680717.623418 	 0.301343 	 0.245421 	 0.316239
1453680717.624709 	 0.309646 	 0.237851 	 0.313309
1453680717.625997 	 0.308669 	 0.235409 	 0.319902
1453680717.627476 	 0.313797 	 0.242002 	 0.316239
1453680717.628799 	 0.309890 	 0.245177 	 0.315751
1453680717.630456 	 0.309646 	 0.242247 	 0.318193
1453680717.631776 	 0.309890 	 0.240049 	 0.316239
1453680717.633077 	 0.305006 	 0.239316 	 0.316239
1453680717.634384 	 0.305006 	 0.241758 	 0.316239
1453680717.635675 	 0.309890 	 0.238339 	 0.316728
1453680717.636967 	 0.305250 	 0.234432 	 0.316239
1453680717.638252 	 0.313065 	 0.234676 	 0.316484
1453680717.639871 	 0.305495 	 0.236142 	 0.315995
1453680717.641246 	 0.310379 	 0.241758 	 0.319658
1453680717.642558 	 0.308913 	 0.242735 	 0.316484
1453680717.643941 	 0.305006 	 0.235653 	 0.316239
1453680717.645570 	 0.304274 	 0.241758 	 0.317705
1453680717.646926 	 0.316972 	 0.245421 	 0.320147
1453680717.648238 	 0.313553 	 0.237607 	 0.315995
1453680717.649855 	 0.309646 	 0.236386 	 0.317705
1453680717.651202 	 0.305983 	 0.245665 	 0.319902
1453680717.652504 	 0.299634 	 0.242002 	 0.315995
1453680717.653800 	 0.306716 	 0.242491 	 0.314774
1453680717.655082 	 0.307448 	 0.238095 	 0.316484
1453680717.656378 	 0.304029 	 0.241758 	 0.316484
1453680717.657664 	 0.309402 	 0.241514 	 0.316484
1453680717.658949 	 0.309402 	 0.241758 	 0.319658
1453680717.660629 	 0.309646 	 0.234921 	 0.315751
1453680717.661948 	 0.304762 	 0.245665 	 0.316972
1453680717.663246 	 0.309402 	 0.245421 	 0.315995
1453680717.664540 	 0.305983 	 0.239560 	 0.321856
1453680717.671179 	 0.301343 	 0.238584 	 0.314286
1453680717.672678 	 0.307692 	 0.241758 	 0.313309
1453680717.673998 	 0.308913 	 0.242491 	 0.315995
1453680717.675314 	 0.306716 	 0.239560 	 0.316972
1453680717.688306 	 0.299390 	 0.235653 	 0.318437
